"Time Step" "mass-flux"
22610 -1.479680962201968e-07
22620 -1.472545625713639e-07
22630 -1.282090072995956e-07
22640 -1.393503624019798e-07
22650 3.71079492827997e-08
22660 3.414127403011946e-08
22670 7.889388398130137e-08
22680 1.089738745629898e-07
22690 -8.836002907131046e-08
22700 -6.026302651340742e-09
22710 8.603425818987098e-08
22720 -1.609352019704691e-07
22730 5.472081421320496e-08
22740 -1.49852859843147e-08
22750 -1.417603502362752e-07
22760 -9.850327323257524e-08
22770 -1.804144055955748e-07
22780 1.055070888156262e-07
22790 1.509957534978623e-07
22800 6.700846039153774e-08
22810 -9.021053093416498e-08
22820 1.493602476976275e-07
22830 5.429171023862978e-08
22840 -1.174338349896331e-07
22850 1.995785803288186e-08
22860 -1.155958970766591e-07
22870 -1.960911294590639e-07
22880 1.042864789801978e-07
22890 8.716042695922077e-08
22900 1.685849423255226e-07
22910 1.832084467329187e-07
22920 1.893091099852695e-07
22930 7.878097266211803e-08
22940 1.611973089871155e-07
22950 -1.504197917195915e-07
22960 -2.264583812694454e-07
22970 -2.035737597938514e-07
22980 -2.493543988651981e-07
22990 -1.773647539671241e-07
23000 -9.743562452702026e-08
23010 -1.275882351436941e-07
23020 -8.86657561816051e-08
23030 -9.897661709667993e-08
23040 1.322968728734164e-07
23050 6.560359332163923e-08
23060 -1.48648076278568e-07
23070 -3.553184403648491e-08
23080 7.929070031109653e-08
23090 -1.156801364421423e-08
23100 -9.327458967700597e-08
23110 -1.479893964456691e-07
23120 1.374482905686092e-07
23130 -1.785467811932229e-07
23140 -1.513845138967351e-07
23150 -2.014773894665201e-07
23160 -1.513130146596486e-07
23170 -1.253575887677494e-07
23180 -3.053148882325996e-08
23190 1.32706295341567e-07
23200 -1.432932673905984e-08
23210 -7.7768256320776e-08
23220 7.005253471747963e-08
23230 5.088288881904823e-08
23240 -1.658722438291349e-07
23250 -1.755289790877912e-07
23260 -1.621764047360363e-07
23270 1.685665384915103e-07
23280 1.910763657436698e-07
23290 1.213861526572213e-07
23300 1.648204796395047e-07
23310 1.838051979091704e-07
23320 1.583053098191955e-07
23330 -4.610313103503572e-08
23340 -1.648970912454528e-07
23350 -1.272268566332446e-07
23360 -1.203540661853797e-07
23370 -1.305237993798336e-07
23380 -1.820159754861717e-07
23390 4.027041231036144e-08
23400 -7.933769546886182e-08
23410 1.2968319890172e-09
23420 -1.685058725470201e-07
23430 -1.111039676926495e-08
23440 -1.948264127804578e-07
23450 -1.402353638907394e-07
23460 -1.25014111881927e-07
23470 -1.433965833574913e-07
23480 -1.406047581004044e-07
23490 -1.552939455778946e-07
23500 3.876882614939348e-08
23510 -1.360097543062766e-07
23520 -1.0550295241607e-07
23530 9.476919694828556e-08
23540 4.43884252271376e-08
23550 7.280343219950858e-08
23560 1.686148794199926e-08
23570 -1.20345067966543e-07
23580 1.157707600202285e-07
23590 -1.705466582957449e-07
23600 -1.282849713263312e-07
23610 5.877205881688052e-08
23620 1.366469308955454e-07
23630 1.799696937310191e-08
23640 1.562208952893274e-07
23650 -2.127105576399391e-07
23660 1.203682282180374e-07
23670 8.731451689447667e-08
23680 3.08959544337295e-08
23690 2.217830987333302e-07
23700 1.003754465933593e-07
23710 1.156887073777702e-07
23720 1.824898984148504e-07
23730 1.980490066666452e-07
23740 -1.936474838815094e-07
23750 -1.765014398802389e-07
23760 -3.318112217071123e-07
23770 -2.433773788196314e-07
23780 -2.11637289665445e-07
23790 -1.782375786824053e-07
23800 4.356710874009462e-08
23810 1.125972683424514e-07
23820 -1.430530221918636e-07
23830 -1.730878753936071e-07
23840 1.425598298437913e-07
23850 2.014519981385909e-09
23860 1.327586192367836e-08
23870 1.093604930640923e-07
23880 6.279438601042298e-08
23890 -1.785138501048111e-07
23900 -1.873827907561409e-07
23910 -1.353059503050869e-07
