"Time Step" "point-gw-a"
22610 4.28906460001599e-05
22620 4.292519588489085e-05
22630 4.293173697078601e-05
22640 4.291066943551414e-05
22650 4.286369221517816e-05
22660 4.27927152486518e-05
22670 4.270120552973822e-05
22680 4.259262277628295e-05
22690 4.247052493155934e-05
22700 4.233842628309503e-05
22710 4.220842311042361e-05
22720 4.208756217849441e-05
22730 4.197709495201707e-05
22740 4.187968443147838e-05
22750 4.179872848908417e-05
22760 4.173598063061945e-05
22770 4.169364547124133e-05
22780 4.167659426457249e-05
22790 4.168849773122929e-05
22800 4.172871558694169e-05
22810 4.179438110440969e-05
22820 4.188328966847621e-05
22830 4.199474278721027e-05
22840 4.212959174765274e-05
22850 4.229077239870094e-05
22860 4.248175537213683e-05
22870 4.270655699656345e-05
22880 4.296862243791111e-05
22890 4.326831549406052e-05
22900 4.360263119451702e-05
22910 4.396399890538305e-05
22920 4.434709262568504e-05
22930 4.474912202567793e-05
22940 4.516645640251227e-05
22950 4.559208537102677e-05
22960 4.60129558632616e-05
22970 4.642769636120647e-05
22980 4.682597500504926e-05
22990 4.71961211587768e-05
23000 4.753548637381755e-05
23010 4.784600605489686e-05
23020 4.813206396647729e-05
23030 4.839983012061566e-05
23040 4.865566370426677e-05
23050 4.89047852170188e-05
23060 4.9149584810948e-05
23070 4.938708661939017e-05
23080 4.961526065017097e-05
23090 4.983184771845117e-05
23100 5.003494152333587e-05
23110 5.02255315950606e-05
23120 5.040780524723232e-05
23130 5.058730675955303e-05
23140 5.077048990642652e-05
23150 5.096052700537257e-05
23160 5.115852763992734e-05
23170 5.136429172125645e-05
23180 5.157775740372017e-05
23190 5.179611252970062e-05
23200 5.202036481932737e-05
23210 5.225079803494737e-05
23220 5.248369052424096e-05
23230 5.271572081255727e-05
23240 5.293816502671689e-05
23250 5.314966620062478e-05
23260 5.335352034308016e-05
23270 5.355635221349075e-05
23280 5.376709668780677e-05
23290 5.399444489739835e-05
23300 5.424276969279163e-05
23310 5.451184188132174e-05
23320 5.48014031664934e-05
23330 5.510742630576715e-05
23340 5.542250073631294e-05
23350 5.5736683862051e-05
23360 5.603831596090458e-05
23370 5.631458407151513e-05
23380 5.655494533129968e-05
23390 5.675289139617234e-05
23400 5.69050716876518e-05
23410 5.701025293092243e-05
23420 5.706981755793095e-05
23430 5.708571188733913e-05
23440 5.706068259314634e-05
23450 5.699996108887717e-05
23460 5.691126352758147e-05
23470 5.680463436874561e-05
23480 5.669365054927766e-05
23490 5.659196176566184e-05
23500 5.650297680404037e-05
23510 5.643254917231388e-05
23520 5.638522634399123e-05
23530 5.635628258460201e-05
23540 5.63385801797267e-05
23550 5.632447573589161e-05
23560 5.630563828162849e-05
23570 5.627282735076733e-05
23580 5.621571108349599e-05
23590 5.612516906694509e-05
23600 5.599660289590247e-05
23610 5.582862286246382e-05
23620 5.562147271120921e-05
23630 5.537596007343382e-05
23640 5.509578841156326e-05
23650 5.478721504914574e-05
23660 5.445949864224531e-05
23670 5.412274549598806e-05
23680 5.378437708714046e-05
23690 5.344865348888561e-05
23700 5.312031498760916e-05
23710 5.280292680254206e-05
23720 5.249828973319381e-05
23730 5.22050031577237e-05
23740 5.192100798012689e-05
23750 5.164151662029326e-05
23760 5.135860919835977e-05
23770 5.106465687276796e-05
23780 5.075852459412999e-05
23790 5.044827412348241e-05
23800 5.013335612602532e-05
23810 4.981165693607181e-05
23820 4.94811283715535e-05
23830 4.913874727208167e-05
23840 4.878501931671053e-05
23850 4.841869667870924e-05
23860 4.803431511390954e-05
23870 4.762616299558431e-05
23880 4.718986383522861e-05
23890 4.672517752624117e-05
23900 4.623331187758595e-05
23910 4.571503814077005e-05
23920 4.517225170275196e-05
23930 4.460799755179323e-05
23940 4.402396371006034e-05
23950 4.34228204539977e-05
23960 4.280501525499858e-05
23970 4.217321838950738e-05
23980 4.153263216721825e-05
23990 4.08862906624563e-05
24000 4.023676956421696e-05
15010 6.103921623434871e-05
15020 6.149514956632629e-05
15030 6.192641012603417e-05
15040 6.233659223653376e-05
15050 6.272955215536058e-05
15060 6.310787284746766e-05
15070 6.347053567878902e-05
15080 6.381764251273125e-05
15090 6.414903327822685e-05
15100 6.446584302466363e-05
15110 6.477189890574664e-05
15120 6.507345096906647e-05
15130 6.537661101901904e-05
15140 6.568625394720584e-05
15150 6.600543565582484e-05
15160 6.633550947299227e-05
15170 6.667702837148681e-05
15180 6.703079270664603e-05
15190 6.739419768564403e-05
15200 6.776564987376332e-05
15210 6.814949301769957e-05
15220 6.854474486317486e-05
15230 6.894896068843082e-05
15240 6.935665442142636e-05
15250 6.97652212693356e-05
15260 7.017754978733137e-05
15270 7.059777999529615e-05
15280 7.103649841155857e-05
15290 7.150777673814446e-05
15300 7.201778498711064e-05
15310 7.256960088852793e-05
15320 7.316617848118767e-05
15330 7.380708848359063e-05
15340 7.448879478033632e-05
15350 7.520505459979177e-05
15360 7.594739872729406e-05
15370 7.670461491215974e-05
15380 7.746605115244165e-05
15390 7.822317274985835e-05
15400 7.896727038314566e-05
15410 7.969048601808026e-05
15420 8.038551459321752e-05
15430 8.104583685053512e-05
15440 8.166699262801558e-05
15450 8.224644989240915e-05
15460 8.278354653157294e-05
15470 8.328301919391379e-05
15480 8.375264587812126e-05
15490 8.420894300797954e-05
15500 8.466256986139342e-05
15510 8.511544729117304e-05
15520 8.55797334224917e-05
15530 8.605663606431335e-05
15540 8.654461271362379e-05
15550 8.703701314516366e-05
15560 8.752782014198601e-05
15570 8.801010699244216e-05
15580 8.847589197102934e-05
15590 8.891856123227626e-05
15600 8.933508797781542e-05
15610 8.972560317488387e-05
15620 9.009130735648796e-05
15630 9.04328262549825e-05
15640 9.075212437892333e-05
15650 9.105356002692133e-05
15660 9.134408901445568e-05
15670 9.163203503703699e-05
15680 9.192371362587437e-05
15690 9.22245453693904e-05
15700 9.254144970327616e-05
15710 9.288034925702959e-05
15720 9.324101120000705e-05
15730 9.362412674818188e-05
15740 9.402725845575333e-05
15750 9.444531315239146e-05
15760 9.486963972449303e-05
15770 9.529286762699485e-05
15780 9.570989641360939e-05
15790 9.612813300918788e-05
15800 9.654755558585748e-05
15810 9.696350753074512e-05
15820 9.73720962065272e-05
15830 9.776682418305427e-05
15840 9.814176155487075e-05
15850 9.849227353697643e-05
15860 9.881366713671014e-05
15870 9.910162771120667e-05
15880 9.935237176250666e-05
15890 9.956571011571214e-05
15900 9.974393469747156e-05
15910 9.989143291022629e-05
15920 0.0001000166012090631
15930 0.0001001300261123106
15940 0.0001002402495942079
15950 0.000100354227470234
15960 0.0001004760997602716
15970 0.0001006080419756472
15980 0.0001007497194223106
15990 0.0001009002517093904
16000 0.0001010574123938568
16010 0.000101215424365364
16020 0.0001013707151287235
16030 0.0001015102461678907
16040 0.0001016256283037364
16050 0.00010171363101108
16060 0.0001017703179968521
16070 0.0001017961112665944
16080 0.0001017956019495614
16090 0.0001017725007841364
16100 0.0001017337417579256
16110 0.0001016872338368557
16120 0.000101639365311712
16130 0.0001015933448798023
16140 0.0001015484085655771
16150 0.0001015021916828118
16160 0.0001014485897030681
16170 0.0001013810542644933
16180 0.0001012942375382408
16190 0.0001011825661407784
16200 0.0001010432024486363
16210 0.0001008716280921362
16220 0.0001006627935566939
16230 0.0001004127625492401
16240 0.0001001201162580401
16250 9.978434536606073e-05
16260 9.940564632415771e-05
16270 9.898532880470157e-05
16280 9.852590301306918e-05
16290 9.802977729123086e-05
16300 9.75026487139985e-05
16310 9.695554035715759e-05
16320 9.639111522119492e-05
16330 9.58141972660087e-05
16340 9.52322589000687e-05
16350 9.465439507039264e-05
16360 9.409050107933581e-05
16370 9.355032671010122e-05
16380 9.304545528721064e-05
16390 9.258720092475414e-05
16400 9.218230843544006e-05
16410 9.183387737721205e-05
16420 9.154459257842973e-05
16430 9.131762635661289e-05
16440 9.115590364672244e-05
16450 9.106528159463778e-05
16460 9.105125354835764e-05
16470 9.111542021855712e-05
16480 9.125801443587989e-05
16490 9.147696255240589e-05
16500 9.176529420074075e-05
16510 9.211097494699061e-05
16520 9.250210132449865e-05
16530 9.292765753343701e-05
16540 9.337770461570472e-05
16550 9.38352313823998e-05
16560 9.427724580746144e-05
16570 9.46974687394686e-05
16580 9.508330549579114e-05
16590 9.542236512061208e-05
16600 9.571028203936294e-05
16610 9.594627044862136e-05
16620 9.613447036826983e-05
16630 9.628295811126009e-05
16640 9.640287316869944e-05
16650 9.650624269852415e-05
16660 9.660270734457299e-05
16670 9.66946390690282e-05
16680 9.678228525444865e-05
16690 9.686378325568512e-05
16700 9.693797619547695e-05
16710 9.700538066681474e-05
16720 9.706940181786194e-05
16730 9.713494364405051e-05
16740 9.720804519020021e-05
16750 9.729095472721383e-05
16760 9.738312655827031e-05
16770 9.748156298883259e-05
16780 9.758121450431645e-05
16790 9.767585288500413e-05
16800 9.776308434084058e-05
16810 9.784180292626843e-05
16820 9.791099728317931e-05
16830 9.796924132388085e-05
16840 9.801399573916569e-05
16850 9.804801811696962e-05
16860 9.8077864095103e-05
16870 9.811272320803255e-05
16880 9.816657984629273e-05
16890 9.825178858591244e-05
16900 9.83782229013741e-05
16910 9.855377720668912e-05
