"Time Step" "p-out"
22610 461.2057195655336
22620 461.1973232180644
22630 461.1683189020689
22640 461.1402388640813
22650 461.0337786214909
22660 460.978600958157
22670 460.943541086902
22680 460.9575960487296
22690 460.9742125123075
22700 460.9250625395024
22710 460.8467848677122
22720 460.7780522638141
22730 460.6760340838611
22740 460.6447346559009
22750 460.6653367611153
22760 460.6680381774855
22770 460.6727097895385
22780 460.7060768121935
22790 460.723378633289
22800 460.6971355278587
22810 460.6478255400846
22820 460.5542700425311
22830 460.4489838886588
22840 460.381994091797
22850 460.3133306651054
22860 460.3199677292469
22870 460.3308250574984
22880 460.2357940568379
22890 460.1389553766124
22900 460.059724225667
22910 459.9224810557184
22920 459.7226383257391
22930 459.5747620160358
22940 459.3384104679905
22950 459.0277311436813
22960 458.6882355185428
22970 458.3990234962747
22980 458.1949056644598
22990 458.0197196845862
23000 457.9369689560492
23010 457.9280293090504
23020 457.974743669691
23030 458.0920066949373
23040 458.2004957138005
23050 458.2554410713994
23060 458.3064554513032
23070 458.2699742924148
23080 458.2692277502735
23090 458.248595562834
23100 458.2131485198255
23110 458.2484711885563
23120 458.322443541727
23130 458.3730101540485
23140 458.3807739298222
23150 458.3411102140636
23160 458.3518025955653
23170 458.3254819857013
23180 458.2087571992237
23190 458.0745593930347
23200 457.9769756952306
23210 457.931346618194
23220 457.9285162825948
23230 457.9806578632858
23240 458.0568631982654
23250 458.0513981255455
23260 458.0346485819877
23270 457.9970772699963
23280 457.9395498111233
23290 457.916896084062
23300 457.871228916847
23310 457.8805022819884
23320 457.9036984830466
23330 457.9304527625871
23340 457.9819054998268
23350 458.0171270245567
23360 458.0387817622408
23370 458.0574670288581
23380 458.0206509408027
23390 457.9880119867491
23400 458.0270637430245
23410 458.0583270707912
23420 458.1347053439707
23430 458.1864732984271
23440 458.2770175737543
23450 458.3435458527014
23460 458.373058912343
23470 458.4159641361975
23480 458.5053902834966
23490 458.6414977923641
23500 458.7379816472902
23510 458.8545578787217
23520 458.9196417347053
23530 458.9567543939124
23540 459.0060693317768
23550 459.0706674411604
23560 459.0980414010028
23570 459.1485129881145
23580 459.1530573758263
23590 459.1799136258873
23600 459.1651197732095
23610 459.2059635300197
23620 459.2374027168519
23630 459.3391009637476
23640 459.4839655651405
23650 459.6141732245543
23660 459.7457725312539
23670 459.8051733263281
23680 459.8307151115193
23690 459.8649943472692
23700 459.9966004303918
23710 460.0327383404855
23720 460.1410356764184
23730 460.2714198400863
23740 460.3901952406923
23750 460.519021002786
23760 460.7210790584352
23770 460.8427777979276
23780 460.9170740839631
23790 461.0277315046736
23800 461.0960346970494
23810 461.2043738696195
23820 461.2468717821275
23830 461.2761006687203
23840 461.26325035947
23850 461.3098967990853
23860 461.3585301346716
23870 461.4188683685981
23880 461.4254857708866
23890 461.4570068108967
23900 461.5804594286589
23910 461.6924136256214
23920 461.7828843139879
23930 461.8450821422468
23940 461.8700078441154
23950 461.8962700177282
