"Time Step" "point-pressure-e"
20210 -1428.759643554688
20220 -1411.238037109375
20230 -1388.756469726562
20240 -1464.9228515625
20250 -1456.180053710938
20260 -1501.727294921875
20270 -1571.588500976562
20280 -1667.45166015625
20290 -1714.075439453125
20300 -1735.56005859375
20310 -1859.016479492188
20320 -1931.119018554688
20330 -1943.19970703125
20340 -1822.7763671875
20350 -1667.731689453125
20360 -1596.95361328125
20370 -1596.63427734375
20380 -1696.619262695312
20390 -1813.962768554688
20400 -1911.724243164062
20410 -1974.390747070312
20420 -2036.436767578125
20430 -2164.200439453125
20440 -2232.976806640625
20450 -2249.437744140625
20460 -2142.86328125
20470 -2130.22314453125
20480 -1973.008056640625
20490 -1819.17041015625
20500 -1788.586181640625
20510 -1674.572143554688
20520 -1783.58349609375
20530 -2078.02099609375
20540 -2256.370361328125
20550 -2205.052978515625
20560 -2120.552001953125
20570 -2183.431640625
20580 -2210.2392578125
20590 -1757.330322265625
20600 -1571.605102539062
20610 -1415.499267578125
20620 -1367.49755859375
20630 -1367.393432617188
20640 -1463.418212890625
20650 -1515.345825195312
20660 -1423.048828125
20670 -1378.68359375
20680 -1316.714965820312
20690 -1189.251098632812
20700 -1169.895263671875
20710 -1247.0068359375
20720 -1298.292724609375
20730 -1411.489868164062
20740 -1570.820678710938
20750 -1647.556884765625
20760 -1764.662719726562
20770 -1926.056640625
20780 -2251.86865234375
20790 -2178.694580078125
20800 -1975.931518554688
20810 -2083.4052734375
20820 -2121.2177734375
20830 -2064.039794921875
20840 -2020.111572265625
20850 -1955.281494140625
20860 -1836.638305664062
20870 -1651.81396484375
20880 -1451.886840820312
20890 -1238.644775390625
20900 -1060.949096679688
20910 -963.1611328125
20920 -906.935302734375
20930 -827.4601440429688
20940 -723.5731201171875
20950 -700.5359497070312
20960 -749.5618896484375
20970 -829.6696166992188
20980 -910.08935546875
20990 -1013.868896484375
21000 -1145.709716796875
21010 -1255.969604492188
21020 -1309.697387695312
21030 -1438.109985351562
21040 -1555.811279296875
21050 -1689.344848632812
21060 -1863.20703125
21070 -2079.73974609375
21080 -1899.868408203125
21090 -1825.272705078125
21100 -1864.666015625
21110 -1865.251708984375
21120 -1808.410888671875
21130 -1785.494873046875
21140 -1692.992309570312
21150 -1587.634643554688
21160 -1557.96142578125
21170 -1527.093383789062
21180 -1437.76171875
21190 -1499.94287109375
21200 -1609.702392578125
21210 -1745.359619140625
21220 -1776.132568359375
21230 -2030.041015625
21240 -2081.189208984375
21250 -1758.172119140625
21260 -1708.63525390625
21270 -1708.426391601562
21280 -1724.078369140625
21290 -1385.53662109375
21300 -1059.404418945312
21310 -1059.308227539062
21320 -1157.470947265625
21330 -1262.109375
21340 -1329.85546875
21350 -1254.052612304688
21360 -1174.695678710938
21370 -1126.763061523438
21380 -1097.9794921875
21390 -1217.916259765625
21400 -1330.351196289062
21410 -1318.594604492188
21420 -1314.810791015625
21430 -1388.075317382812
21440 -1500.62841796875
21450 -1455.4453125
21460 -1534.2705078125
21470 -1568.87060546875
21480 -1486.7939453125
21490 -1509.520385742188
21500 -1585.3154296875
21510 -1690.146850585938
21520 -1750.36474609375
21530 -1825.31884765625
21540 -2060.4755859375
21550 -2000.963623046875
21560 -1836.325439453125
21570 -1706.889892578125
21580 -1607.166137695312
21590 -1497.962036132812
21600 -1430.4228515625
21610 -1522.833374023438
21620 -1495.471435546875
21630 -1357.487182617188
21640 -1356.878662109375
21650 -1420.806518554688
21660 -1569.669799804688
21670 -1632.953002929688
21680 -1613.099609375
21690 -1562.552978515625
21700 -1523.704711914062
21710 -1532.130737304688
21720 -1545.316040039062
21730 -1528.809814453125
21740 -1470.165405273438
21750 -1440.4619140625
21760 -1419.844970703125
21770 -1514.92919921875
21780 -1647.715087890625
21790 -1608.925170898438
21800 -1445.516235351562
21810 -1339.29541015625
21820 -1412.751708984375
21830 -1574.198974609375
21840 -1744.420043945312
21850 -1677.526245117188
21860 -1353.273071289062
21870 -1386.973754882812
21880 -1496.140625
21890 -1757.325073242188
21900 -2012.975830078125
21910 -2020.58837890625
21920 -1708.646484375
21930 -1487.135498046875
21940 -1344.678955078125
21950 -1208.125854492188
21960 -1186.442138671875
21970 -1268.486572265625
21980 -1390.646484375
21990 -1497.453369140625
22000 -1561.67333984375
22010 -1633.249267578125
22020 -1701.912231445312
22030 -1737.93115234375
22040 -1776.31201171875
22050 -1834.332641601562
22060 -1879.598876953125
22070 -1816.239990234375
22080 -1703.567016601562
22090 -1622.563842773438
22100 -1490.02197265625
22110 -1424.657836914062
22120 -1415.98095703125
22130 -1460.55859375
22140 -1464.620483398438
22150 -1424.170654296875
22160 -1407.564453125
22170 -1418.877807617188
22180 -1436.206665039062
22190 -1542.76513671875
22200 -1658.868041992188
22210 -1642.04736328125
22220 -1531.179931640625
22230 -1849.806884765625
22240 -2018.433959960938
22250 -2071.218505859375
22260 -2134.317138671875
22270 -2198.607666015625
22280 -2285.0322265625
22290 -2321.48486328125
22300 -2277.566650390625
22310 -2116.878662109375
22320 -1935.59326171875
22330 -1816.130981445312
22340 -1721.906982421875
22350 -1624.8603515625
22360 -1570.351440429688
22370 -1572.567749023438
22380 -1487.847412109375
22390 -1418.0654296875
22400 -1397.885620117188
22410 -1314.888671875
22420 -1336.453247070312
22430 -1425.284912109375
22440 -1380.22119140625
22450 -1277.929321289062
22460 -1392.756103515625
22470 -1615.647705078125
22480 -1690.783447265625
22490 -1721.74462890625
22500 -1809.9873046875
22510 -1883.249145507812
22520 -1983.770263671875
22530 -2131.4462890625
22540 -2104.60498046875
22550 -1912.9658203125
22560 -1663.396240234375
22570 -1225.089111328125
22580 -1048.136108398438
22590 -1063.196411132812
22600 -1089.885864257812
22610 -972.3492431640625
22620 -1107.809448242188
22630 -1260.036743164062
22640 -1327.195556640625
22650 -1415.185791015625
22660 -1612.935302734375
22670 -1843.968872070312
22680 -1917.20947265625
22690 -1754.140380859375
22700 -1618.993896484375
22710 -1528.864624023438
22720 -1533.682495117188
22730 -1617.785034179688
22740 -1733.517333984375
22750 -1625.49072265625
