"Time Step" "point-pressure-d"
20410 -6912.376953125
20420 -6937.8916015625
20430 -6941.41552734375
20440 -6972.4755859375
20450 -6793.3720703125
20460 -6622.57568359375
20470 -6543.76171875
20480 -6396.771484375
20490 -5969.587890625
20500 -5464.998046875
20510 -4984.01171875
20520 -4736.650390625
20530 -4731.55419921875
20540 -4620.623046875
20550 -4800.6982421875
20560 -5022.5390625
20570 -6073.728515625
20580 -6566.1259765625
20590 -6023.5419921875
20600 -5853.44921875
20610 -6042.10107421875
20620 -6226.7470703125
20630 -6752.9775390625
20640 -7168.296875
20650 -7559.7958984375
20660 -7446.171875
20670 -7126.66064453125
20680 -6830.10546875
20690 -7029.37451171875
20700 -7066.72265625
20710 -7100.18603515625
20720 -7407.396484375
20730 -7578.81787109375
20740 -7440.33935546875
20750 -6911.1708984375
20760 -6694.86328125
20770 -6629.1181640625
20780 -6467.775390625
20790 -6319.43701171875
20800 -6557.2080078125
20810 -6595.2880859375
20820 -6447.3896484375
20830 -6923.98583984375
20840 -7293.78076171875
20850 -7354.05078125
20860 -7358.599609375
20870 -7398.75439453125
20880 -7468.36328125
20890 -7316.04248046875
20900 -6973.8759765625
20910 -6478.513671875
20920 -5784.513671875
20930 -5327.83447265625
20940 -5440.79541015625
20950 -5286.5205078125
20960 -5724.125
20970 -5864.5302734375
20980 -5930.72021484375
20990 -6415.94140625
21000 -6788.86181640625
21010 -6944.42724609375
21020 -6945.67724609375
21030 -6961.38330078125
21040 -6945.5224609375
21050 -6947.85009765625
21060 -7128.2041015625
21070 -7350.751953125
21080 -7383.64453125
21090 -7087.857421875
21100 -6422.88525390625
21110 -6019.6201171875
21120 -5705.2490234375
21130 -5481.99853515625
21140 -5729.759765625
21150 -5808.751953125
21160 -5892.19140625
21170 -6192.732421875
21180 -6000.8837890625
21190 -6388.0166015625
21200 -6592.734375
21210 -6536.9619140625
21220 -6182.6884765625
21230 -6013.5556640625
21240 -6103.978515625
21250 -6166.2265625
21260 -6049.884765625
21270 -5998.7548828125
21280 -5843.6796875
21290 -5643.888671875
21300 -5271.76318359375
21310 -4887.6083984375
21320 -4807.982421875
21330 -5057.79296875
21340 -5143.625
21350 -4675.3671875
21360 -4580.0625
21370 -4944.7294921875
21380 -5305.5966796875
21390 -5547.9560546875
21400 -6155.42529296875
21410 -6627.2109375
21420 -6603.7099609375
21430 -6738.8427734375
21440 -6782.38232421875
21450 -7285.5302734375
21460 -7327.384765625
21470 -7414.373046875
21480 -7375.20947265625
21490 -7276.47021484375
21500 -7241.6796875
21510 -7205.1787109375
21520 -7051.6474609375
21530 -6965.2626953125
21540 -6970.4013671875
21550 -7010.2705078125
21560 -6967.91943359375
21570 -7191.5380859375
21580 -7528.2978515625
21590 -7619.267578125
21600 -7408.56640625
21610 -6935.6064453125
21620 -6345.369140625
21630 -6402.3603515625
21640 -6572.19140625
21650 -6544.158203125
21660 -6456.44140625
21670 -6330.857421875
21680 -5962.05859375
21690 -5873.548828125
21700 -5715.8037109375
21710 -5584.78515625
21720 -5501.85546875
21730 -5475.6484375
21740 -5250.2080078125
21750 -4948.78076171875
21760 -4822.9658203125
21770 -5050.06884765625
21780 -5349.26953125
21790 -5501.755859375
21800 -5691.73828125
21810 -5849.1337890625
21820 -5838.029296875
21830 -5859.5732421875
21840 -6326.572265625
21850 -6988.5791015625
21860 -7580.060546875
21870 -7888.265625
21880 -7595.2900390625
21890 -7652.05078125
21900 -7742.04833984375
21910 -7408.08837890625
21920 -6971.2587890625
21930 -6616.2734375
21940 -6825.2314453125
21950 -6846.4736328125
21960 -6600.9189453125
21970 -6473.3359375
21980 -6611.12744140625
21990 -6542.96875
22000 -6496.001953125
22010 -6152.177734375
22020 -5766.51806640625
22030 -5458.6015625
22040 -5493.45361328125
22050 -5682.2099609375
22060 -5934.2880859375
22070 -5951.2763671875
22080 -5700.4970703125
22090 -5594.85693359375
22100 -5552.1630859375
22110 -5342.9345703125
22120 -5080.5390625
22130 -4905.916015625
22140 -4896.3720703125
22150 -4942.51171875
22160 -4918.2392578125
22170 -4853.4990234375
22180 -5575.57177734375
22190 -6857.83642578125
22200 -6257.8095703125
22210 -7013.06640625
22220 -7805.77734375
22230 -8376.0546875
22240 -8165.2294921875
22250 -7615.35888671875
22260 -7248.078125
22270 -6840.7236328125
22280 -6748.955078125
22290 -6691.87109375
22300 -6953.90380859375
22310 -7361.4755859375
22320 -7477.0322265625
22330 -7255.3837890625
22340 -7209.11572265625
22350 -7088.75
22360 -7071.4326171875
22370 -7351.46923828125
22380 -6808.705078125
22390 -6644.92724609375
22400 -6564.76953125
22410 -6484.56640625
22420 -6285.73583984375
22430 -6348.4130859375
22440 -6438.62939453125
22450 -6274.9736328125
22460 -6131.88330078125
22470 -6191.4404296875
22480 -6097.5888671875
22490 -5985.5869140625
22500 -6020.076171875
22510 -5754.830078125
22520 -5104.2802734375
22530 -4665.443359375
22540 -4402.501953125
22550 -4414.06298828125
22560 -4710.31494140625
22570 -4974.4541015625
22580 -5824.845703125
22590 -5916.7509765625
22600 -6860.115234375
22610 -6776.328125
22620 -7101.8017578125
22630 -8336.3603515625
22640 -9042.396484375
22650 -9331.431640625
22660 -8328.4775390625
22670 -7932.08203125
22680 -8112.1611328125
22690 -7698.412109375
22700 -7300.376953125
22710 -7379.599609375
22720 -7605.232421875
22730 -7609.7919921875
22740 -7292.6279296875
22750 -7350.4521484375
22760 -7372.8818359375
22770 -7283.24462890625
22780 -6846.39697265625
22790 -6773.919921875
22800 -7614.1669921875
22810 -7297.39013671875
22820 -6943.98828125
22830 -6822.1884765625
22840 -6737.14794921875
22850 -6722.73828125
22860 -6410.66796875
22870 -6086.2568359375
22880 -5967.369140625
22890 -5865.759765625
22900 -5361.23828125
22910 -4925.0927734375
22920 -4759.0107421875
22930 -4952.4853515625
22940 -5233.1416015625
22950 -5339.66259765625
22960 -5335.810546875
22970 -5419.1728515625
22980 -5653.71484375
22990 -5862.9912109375
23000 -5768.369140625
23010 -5468.029296875
23020 -5534.13671875
23030 -6174.20654296875
23040 -5833.9208984375
23050 -5965.2978515625
23060 -5965.49951171875
23070 -5999.11328125
23080 -6031.23583984375
23090 -6064.6689453125
23100 -6036.78515625
23110 -6068.97265625
23120 -6084.9296875
23130 -6045.048828125
23140 -5474.13037109375
23150 -5349.240234375
23160 -5550.4765625
23170 -5654.1689453125
23180 -5537.0146484375
23190 -5877.78857421875
23200 -5749.3798828125
23210 -5627.32861328125
23220 -5710.98583984375
23230 -5861.4658203125
23240 -5910.828125
23250 -6066.6787109375
23260 -6123.376953125
23270 -5921.58544921875
23280 -5759.1611328125
23290 -5527.87109375
23300 -5481.4072265625
23310 -5233.79345703125
23320 -4791.076171875
23330 -4483.6943359375
23340 -4486.6982421875
23350 -5019.73876953125
23360 -4959.6552734375
23370 -4937.943359375
23380 -4980.634765625
23390 -5065.21630859375
23400 -5249.638671875
23410 -5881.51953125
23420 -6422.1005859375
23430 -7171.00341796875
23440 -7741.2705078125
23450 -7720.12109375
23460 -7330.1669921875
23470 -6992.4404296875
23480 -7249.3583984375
23490 -7579.16064453125
23500 -7546.23193359375
23510 -7717.677734375
23520 -7894.98828125
23530 -7855.7138671875
23540 -7833.25
23550 -7851.94970703125
23560 -7230.99609375
