"Time Step" "point-pressure-c"
20410 -10134.05859375
20420 -10571.2509765625
20430 -10721.9423828125
20440 -9889.6357421875
20450 -9288.2978515625
20460 -8872.6240234375
20470 -8553.005859375
20480 -8534.130859375
20490 -8323.46875
20500 -7265.4306640625
20510 -6925.3955078125
20520 -7011.32763671875
20530 -7600.9990234375
20540 -7065.5869140625
20550 -6723.2666015625
20560 -7333.82861328125
20570 -8046.2919921875
20580 -8427.892578125
20590 -8493.3310546875
20600 -9147.3193359375
20610 -9149.21484375
20620 -9368.3046875
20630 -9792.0712890625
20640 -10051.7001953125
20650 -10250.12890625
20660 -9743.857421875
20670 -9745.4111328125
20680 -9791.0361328125
20690 -9913.0703125
20700 -9849.16015625
20710 -9721.0224609375
20720 -9684.5576171875
20730 -9809.259765625
20740 -9755.6689453125
20750 -9446.6484375
20760 -9432.525390625
20770 -9611.640625
20780 -9720.529296875
20790 -9827.03125
20800 -9357.6875
20810 -8961.2646484375
20820 -10237.7939453125
20830 -9982.9150390625
20840 -10375.837890625
20850 -10596.4833984375
20860 -11035.9296875
20870 -10703.716796875
20880 -10131.3173828125
20890 -9226.4609375
20900 -8425.802734375
20910 -8072.935546875
20920 -8165.60302734375
20930 -7574.16015625
20940 -7305.4501953125
20950 -7683.3193359375
20960 -7626.1337890625
20970 -7693.4775390625
20980 -8030.015625
20990 -8063.2841796875
21000 -8260.1650390625
21010 -8834.3193359375
21020 -9966.021484375
21030 -9002.3056640625
21040 -8946.6474609375
21050 -9041.501953125
21060 -9061.45703125
21070 -9303.1875
21080 -9608.3330078125
21090 -9243.650390625
21100 -8518.33203125
21110 -8204.26953125
21120 -7935.16552734375
21130 -7703.7431640625
21140 -7792.46484375
21150 -8206.98046875
21160 -8433.517578125
21170 -8779.3984375
21180 -8834.8466796875
21190 -9434.5673828125
21200 -9948.4111328125
21210 -9724.43359375
21220 -9096.7939453125
21230 -8729.5263671875
21240 -8588.341796875
21250 -9022.533203125
21260 -8973.291015625
21270 -8666.248046875
21280 -8453.8046875
21290 -8054.9423828125
21300 -7310.57763671875
21310 -6832.9697265625
21320 -6941.416015625
21330 -6700.33447265625
21340 -7337.59326171875
21350 -7339.93212890625
21360 -7280.40478515625
21370 -7193.2939453125
21380 -7385.93017578125
21390 -7889.9580078125
21400 -8145.06494140625
21410 -8684.1474609375
21420 -9127.0986328125
21430 -9049.17578125
21440 -9241.966796875
21450 -9311.0986328125
21460 -9483.505859375
21470 -9652.2021484375
21480 -9801.8818359375
21490 -10145.4130859375
21500 -9956.8359375
21510 -9759.2578125
21520 -9944.8291015625
21530 -9800.4072265625
21540 -9834
21550 -9765.0849609375
21560 -9891.2734375
21570 -10110.19140625
21580 -10635.068359375
21590 -11020.3583984375
21600 -10599.4638671875
21610 -9857.7734375
21620 -9812.3984375
21630 -9890.849609375
21640 -9837.740234375
21650 -9637.556640625
21660 -9263.0927734375
21670 -8588.4375
21680 -8034.03515625
21690 -7412.04296875
21700 -7217.2744140625
21710 -7830.65869140625
21720 -7533.490234375
21730 -7572.21923828125
21740 -7623.8095703125
21750 -7474.7119140625
21760 -7260
21770 -7237.005859375
21780 -7210.53515625
21790 -7457.0166015625
21800 -8027.953125
21810 -8680.4482421875
21820 -8360.7255859375
21830 -8224.943359375
21840 -8516.462890625
21850 -9270.396484375
21860 -9890.51171875
21870 -10223.052734375
21880 -10005.7900390625
21890 -9813.8828125
21900 -9684.71875
21910 -9404.3203125
21920 -9276.2216796875
21930 -9300.34765625
21940 -9670.892578125
21950 -9206.1884765625
21960 -9160.044921875
21970 -8996.1708984375
21980 -9172.369140625
21990 -9737.2939453125
22000 -9544.7421875
22010 -9022.861328125
22020 -8352.4619140625
22030 -8937.810546875
22040 -9008.318359375
22050 -8818.8447265625
22060 -9165.462890625
22070 -9569.7021484375
22080 -8775.7685546875
22090 -8005.4169921875
22100 -7818.0458984375
22110 -7915.99072265625
22120 -7901.96337890625
22130 -7679.88671875
22140 -7692.2119140625
22150 -7651.36328125
22160 -7582.23779296875
22170 -7635.029296875
22180 -7780.09326171875
22190 -8031.20068359375
22200 -8743.0263671875
22210 -9517.037109375
22220 -9692.1826171875
22230 -10189.6708984375
22240 -10441.076171875
22250 -10479.83203125
22260 -9846.677734375
22270 -9301.2890625
22280 -9214.7060546875
22290 -9010.833984375
22300 -9266.171875
22310 -9375.28125
22320 -9653.1533203125
22330 -9978.6923828125
22340 -10119.1435546875
22350 -9966.90625
22360 -10177.978515625
22370 -10201.1806640625
22380 -10299.2265625
22390 -10742.7333984375
22400 -10557.470703125
22410 -9905.373046875
22420 -9800.3681640625
22430 -9552.8798828125
22440 -9643.697265625
22450 -9448.96875
22460 -9280.3779296875
22470 -9323.77734375
22480 -9374.216796875
22490 -9836.75390625
22500 -8794.8720703125
22510 -7787.115234375
22520 -7095.4482421875
22530 -7033.470703125
22540 -6929.4794921875
22550 -6920.88525390625
22560 -7057.97802734375
22570 -7121.3828125
22580 -7553.4169921875
22590 -8336.01171875
22600 -8956.2958984375
22610 -9299.7421875
22620 -9569.650390625
22630 -9735.748046875
22640 -10179.505859375
22650 -10233.5380859375
22660 -10466.884765625
22670 -10263.1962890625
22680 -10381.912109375
22690 -10409.158203125
22700 -10146.056640625
22710 -9984.6318359375
22720 -9801.796875
22730 -9481.1513671875
22740 -9271.3994140625
22750 -9805.986328125
22760 -10374.2265625
22770 -10402.5771484375
22780 -10230.58203125
22790 -10340.8046875
22800 -10535.939453125
22810 -10408.083984375
22820 -10360.77734375
22830 -9690.8955078125
22840 -9201.2568359375
22850 -9090.236328125
22860 -9298.7314453125
22870 -9154.0712890625
22880 -8913.359375
22890 -8166.3486328125
22900 -7687.8662109375
22910 -6940.0654296875
22920 -6985.73828125
22930 -7216.09228515625
22940 -7628.755859375
22950 -7859.67578125
22960 -8146.62548828125
22970 -8404.2822265625
22980 -8264.732421875
22990 -8018.3486328125
23000 -8168.9345703125
23010 -8576.076171875
23020 -8614.91796875
23030 -8669.3642578125
23040 -8127.89453125
23050 -8236.7763671875
23060 -8305.4267578125
23070 -8128.05712890625
23080 -8098.11328125
23090 -8314.26953125
23100 -8252.2451171875
23110 -8373.912109375
23120 -8399.994140625
23130 -8330.9130859375
23140 -8092.05224609375
23150 -7751
23160 -7847.1640625
23170 -8118.140625
23180 -8608.4365234375
23190 -9219.9296875
23200 -9239.6533203125
23210 -8675.3740234375
23220 -8290.0419921875
23230 -8326.15625
23240 -8492.826171875
23250 -8937.048828125
23260 -9178.16796875
23270 -8675.2783203125
23280 -8230.9072265625
23290 -7447.60205078125
23300 -7113.1884765625
23310 -7207.43017578125
23320 -6853.40087890625
23330 -6220.84912109375
23340 -6301.5693359375
23350 -6727.2939453125
23360 -6753.1650390625
23370 -7409.85498046875
23380 -7541.58642578125
23390 -7943.00732421875
23400 -8406.2255859375
23410 -8301.853515625
23420 -9062.240234375
23430 -9326.1015625
23440 -9517.357421875
23450 -9700.78125
23460 -9680.23046875
23470 -9052.978515625
23480 -9382.4130859375
23490 -9785.298828125
23500 -9886.515625
23510 -9985.28515625
23520 -10170.5205078125
23530 -10450.400390625
23540 -10515.1064453125
23550 -10290.6630859375
23560 -9745.76171875
23570 -9421.99609375
23580 -9365.013671875
23590 -9427.3544921875
23600 -9009.9404296875
23610 -8697.89453125
23620 -8648.525390625
23630 -9190.2080078125
23640 -8976.7919921875
23650 -8553.458984375
23660 -9081.4111328125
23670 -8936.1376953125
23680 -9103.1337890625
23690 -8907.39453125
23700 -8658.0693359375
23710 -8414.0419921875
23720 -8127.748046875
23730 -8132.2763671875
23740 -8451.5791015625
23750 -8782.484375
23760 -8623.6591796875
23770 -8217.041015625
23780 -8275.236328125
23790 -9096.1103515625
23800 -9655.267578125
23810 -9799.7568359375
23820 -10109.2236328125
23830 -10039.09375
23840 -10148.1826171875
23850 -10419.2373046875
23860 -10507.2314453125
23870 -10207.7109375
23880 -9747.9345703125
23890 -9609.6279296875
23900 -9843.900390625
23910 -9996.568359375
23920 -9874.900390625
23930 -9709.525390625
23940 -9469.2939453125
23950 -9287.224609375
23960 -9299.5341796875
23970 -9368.7470703125
23980 -9515.9658203125
23990 -9771.646484375
24000 -9697.7119140625
13810 -9285.4716796875
13820 -9178.1962890625
13830 -9156.7763671875
13840 -9418.66796875
