"Time Step" "point-ho-a"
20410 5.195833000470884e-05
20420 5.196060737944208e-05
20430 5.195841731620021e-05
20440 5.195223639020696e-05
20450 5.19425084348768e-05
20460 5.193006654735655e-05
20470 5.191598029341549e-05
20480 5.190110096009448e-05
20490 5.188601062400267e-05
20500 5.187118222238496e-05
20510 5.185724148759618e-05
20520 5.184425754123367e-05
20530 5.183226312510669e-05
20540 5.182098902878352e-05
20550 5.181007145438343e-05
20560 5.179901563678868e-05
20570 5.178721767151728e-05
20580 5.177407365408726e-05
20590 5.175928890821524e-05
20600 5.1743056246778e-05
20610 5.172514283913188e-05
20620 5.17050975759048e-05
20630 5.168242569197901e-05
20640 5.165644324733876e-05
20650 5.162669913261198e-05
20660 5.159272768651135e-05
20670 5.155427061254159e-05
20680 5.151109508005902e-05
20690 5.14630664838478e-05
20700 5.141031942912377e-05
20710 5.135336323291995e-05
20720 5.129319470142946e-05
20730 5.123083246871829e-05
20740 5.116736792842858e-05
20750 5.110426354804076e-05
20760 5.10428799316287e-05
20770 5.098443944007158e-05
20780 5.092944775242358e-05
20790 5.08777957293205e-05
20800 5.082963616587222e-05
20810 5.078515823697671e-05
20820 5.074385990155861e-05
20830 5.07050754094962e-05
20840 5.066831363365054e-05
20850 5.063273056293838e-05
20860 5.059745308244601e-05
20870 5.056172085460275e-05
20880 5.052500637248158e-05
20890 5.048693492426537e-05
20900 5.044725548941642e-05
20910 5.040554970037192e-05
20920 5.036115180701017e-05
20930 5.031362525187433e-05
20940 5.026278086006641e-05
20950 5.020825119572692e-05
20960 5.014925409341231e-05
20970 5.008537118555978e-05
20980 5.001637327950448e-05
20990 4.994226765120402e-05
21000 4.986335625289939e-05
21010 4.977995922672562e-05
21020 4.969228029949591e-05
21030 4.960073056281544e-05
21040 4.950559741700999e-05
21050 4.940726284985431e-05
21060 4.930610884912312e-05
21070 4.920269930153154e-05
21080 4.909766357741319e-05
21090 4.899170744465664e-05
21100 4.888620242127217e-05
21110 4.878175604972057e-05
21120 4.867864117841236e-05
21130 4.857702515437268e-05
21140 4.847719173994847e-05
21150 4.83796902699396e-05
21160 4.828502278542146e-05
21170 4.819387322640978e-05
21180 4.810681275557727e-05
21190 4.802430703421123e-05
21200 4.794682172359899e-05
21210 4.787488796864636e-05
21220 4.780904782819562e-05
21230 4.774979606736451e-05
21240 4.769770748680457e-05
21250 4.765408448292874e-05
21260 4.76202076242771e-05
21270 4.759701187140308e-05
21280 4.758534123538993e-05
21290 4.75858396384865e-05
21300 4.759884905070066e-05
21310 4.762439129990526e-05
21320 4.766240454046056e-05
21330 4.771257590618916e-05
21340 4.777424692292698e-05
21350 4.784646444022655e-05
21360 4.792861000169069e-05
21370 4.802012335858308e-05
21380 4.812039696844295e-05
21390 4.822900154977106e-05
21400 4.834523861063644e-05
21410 4.84681804664433e-05
21420 4.859707041759975e-05
21430 4.873140642303042e-05
21440 4.887073009740561e-05
21450 4.901506326859817e-05
21460 4.916435136692598e-05
