"Time Step" "point-gw-a"
20410 1.50504638440907e-05
20420 1.505073578300653e-05
20430 1.504960619058693e-05
20440 1.504721967648948e-05
20450 1.504371084593004e-05
20460 1.50393307194463e-05
20470 1.503441490058322e-05
20480 1.502923714724602e-05
20490 1.502398481534328e-05
20500 1.50188125189743e-05
20510 1.501393126090989e-05
20520 1.500939561083214e-05
20530 1.500521375419339e-05
20540 1.500129474152345e-05
20550 1.499753216194222e-05
20560 1.499376230640337e-05
20570 1.498981328040827e-05
20580 1.498547862865962e-05
20590 1.498065103078261e-05
20600 1.497538232797524e-05
20610 1.496958429925144e-05
20620 1.496313052484766e-05
20630 1.495587366662221e-05
20640 1.49476109072566e-05
20650 1.493820673204027e-05
20660 1.492751380283153e-05
20670 1.491546117904363e-05
20680 1.490196336817462e-05
20690 1.488697853346821e-05
20700 1.487055214965949e-05
20710 1.48528606587206e-05
20720 1.483422602177598e-05
20730 1.481499384681229e-05
20740 1.479550155636389e-05
20750 1.477620571677107e-05
20760 1.475752469559666e-05
20770 1.473985230404651e-05
20780 1.472332678531529e-05
20790 1.470789538871031e-05
20800 1.469365815864876e-05
20810 1.468066147936042e-05
20820 1.466871890443144e-05
20830 1.465760669816518e-05
20840 1.464716024202062e-05
20850 1.463709122617729e-05
20860 1.462711679778295e-05
20870 1.461696228943765e-05
20880 1.460645125916926e-05
20890 1.45954400068149e-05
20900 1.458384213037789e-05
20910 1.457152302464237e-05
20920 1.455827350582695e-05
20930 1.454395169275813e-05
20940 1.452850028726971e-05
20950 1.451179741707165e-05
20960 1.449361570848851e-05
20970 1.447382601327263e-05
20980 1.445236557628959e-05
20990 1.442924258299172e-05
21000 1.440455162082799e-05
21010 1.437840455764672e-05
21020 1.435086869605584e-05
21030 1.432208955520764e-05
21040 1.429217172699282e-05
21050 1.4261226169765e-05
21060 1.422937748429831e-05
21070 1.419681393599603e-05
21080 1.416373470419785e-05
21090 1.413035352015868e-05
21100 1.409709511790425e-05
21110 1.40641377583961e-05
21120 1.403157784807263e-05
21130 1.399945722369011e-05
