"Time Step" "point-pressure-e"
20410 -1344.58154296875
20420 -1309.22705078125
20430 -1350.077880859375
20440 -1423.6923828125
20450 -1539.4375
20460 -1616.551147460938
20470 -1634.920166015625
20480 -1658.200317382812
20490 -1722.223388671875
20500 -1786.1328125
20510 -1759.12353515625
20520 -1792.94287109375
20530 -1781.8720703125
20540 -1593.8212890625
20550 -1455.786743164062
20560 -1581.763305664062
20570 -1752.445922851562
20580 -1829.450073242188
20590 -1657.089477539062
20600 -1509.240356445312
20610 -1441.125244140625
20620 -1494.845703125
20630 -1624.422729492188
20640 -1693.656127929688
20650 -1689.433349609375
20660 -1721.978393554688
20670 -1804.821899414062
20680 -1828.257690429688
20690 -1772.305541992188
20700 -1666.412841796875
20710 -1574.675415039062
20720 -1599.119140625
20730 -1614.823120117188
20740 -1624.70361328125
20750 -1645.202880859375
20760 -1621.300048828125
20770 -1613.049682617188
20780 -1628.01708984375
20790 -1620.025756835938
20800 -1582.132202148438
20810 -1671.20166015625
20820 -1698.3046875
20830 -1578.04736328125
20840 -1696.2900390625
20850 -1671.14697265625
20860 -1626.4833984375
20870 -1723.133544921875
20880 -1817.996459960938
20890 -1874.894775390625
20900 -1891.392578125
20910 -1984.941772460938
20920 -2117.18115234375
20930 -2167.05029296875
20940 -2078.3662109375
20950 -2009.354858398438
20960 -1922.72509765625
20970 -1762.944702148438
20980 -1613.599243164062
20990 -1575.727172851562
21000 -1621.094360351562
21010 -1677.099365234375
21020 -1793.14404296875
21030 -1987.400268554688
21040 -2188.20166015625
21050 -2454.082763671875
21060 -2463.31201171875
21070 -2299.02392578125
21080 -2184.242919921875
21090 -2135.29443359375
21100 -2054.594482421875
21110 -1898.74560546875
21120 -1672.180053710938
21130 -1420.793701171875
21140 -1288.641357421875
21150 -1640.612060546875
21160 -1667.777587890625
21170 -1536.454345703125
21180 -1486.7529296875
21190 -1497.819946289062
21200 -1556.270385742188
21210 -1703.819580078125
21220 -1598.5380859375
21230 -1424.181762695312
21240 -1313.007568359375
21250 -1310.091552734375
21260 -1460.653198242188
21270 -1763.3935546875
21280 -1897.691650390625
21290 -1805.595947265625
21300 -1746.419189453125
21310 -1761.85986328125
21320 -1671.634033203125
21330 -1690.462158203125
21340 -1645.727172851562
21350 -1628.057373046875
21360 -1575.105834960938
21370 -1347.44873046875
21380 -1234.15234375
21390 -1326.103881835938
21400 -1430.071655273438
21410 -1498.511596679688
21420 -1524.365478515625
21430 -1646.318359375
21440 -1816.037353515625
