"Time Step" "point-ho-a"
20210 6.608158855669899e-06
20220 6.60091063764412e-06
20230 6.590079465240706e-06
20240 6.575691713806009e-06
20250 6.558597306138836e-06
20260 6.541721631947439e-06
20270 6.52973358228337e-06
20280 6.522739113279385e-06
20290 6.519579983432777e-06
20300 6.520756869576871e-06
20310 6.52655808153213e-06
20320 6.540463346027536e-06
20330 6.562308044522069e-06
20340 6.588787073269486e-06
20350 6.614675385208102e-06
20360 6.636535545112565e-06
20370 6.654240223724628e-06
20380 6.668494279438164e-06
20390 6.680250862700632e-06
20400 6.690024747513235e-06
20410 6.697986918879906e-06
20420 6.703870894853026e-06
20430 6.707391094096238e-06
20440 6.70919280310045e-06
20450 6.709180524921976e-06
20460 6.707037300657248e-06
20470 6.703642611682881e-06
20480 6.700192898279056e-06
20490 6.697077878925484e-06
20500 6.694928742945194e-06
20510 6.692248462059069e-06
20520 6.686969754809979e-06
20530 6.679269063170068e-06
20540 6.67074937155121e-06
20550 6.66082814859692e-06
20560 6.649323495366843e-06
20570 6.636913894908503e-06
20580 6.624060915783048e-06
20590 6.611517164856195e-06
20600 6.601372206205269e-06
20610 6.594481419597287e-06
20620 6.588639280380448e-06
20630 6.583198683074443e-06
20640 6.581171419384191e-06
20650 6.582127753063105e-06
20660 6.583655249414733e-06
20670 6.584059974557022e-06
20680 6.58385397400707e-06
20690 6.584379661944695e-06
20700 6.585903975064866e-06
20710 6.584949005628005e-06
20720 6.580009994650027e-06
20730 6.574708095286041e-06
20740 6.571917310793651e-06
20750 6.57102418699651e-06
20760 6.567386662936769e-06
20770 6.559852863574633e-06
20780 6.549982572323643e-06
20790 6.542382379848277e-06
20800 6.535512511618435e-06
20810 6.529753136419458e-06
20820 6.525110620714258e-06
20830 6.522547209897311e-06
20840 6.52152584734722e-06
20850 6.519019734696485e-06
20860 6.513463176816003e-06
20870 6.50706942906254e-06
20880 6.502699761767872e-06
20890 6.501874395326013e-06
20900 6.506038971565431e-06
20910 6.515824679809157e-06
20920 6.530707196361618e-06
20930 6.548249530169414e-06
20940 6.565104740730021e-06
20950 6.579646651516668e-06
20960 6.592559657292441e-06
20970 6.60517889627954e-06
20980 6.617835424549412e-06
20990 6.627789389312966e-06
21000 6.636277703364613e-06
21010 6.646959718636936e-06
21020 6.662422492809128e-06
21030 6.683191713818815e-06
21040 6.707493412250187e-06
21050 6.732556812494295e-06
21060 6.754967671440681e-06
21070 6.772132564947242e-06
21080 6.780764124414418e-06
21090 6.778675015084445e-06
21100 6.768014372937614e-06
21110 6.752580702595878e-06
21120 6.73485237712157e-06
21130 6.719064458593493e-06
21140 6.707313332299236e-06
21150 6.698846846120432e-06
21160 6.693026534776436e-06
21170 6.688857411063509e-06
21180 6.685843345621834e-06
21190 6.681738341285381e-06
21200 6.676248176518129e-06
21210 6.668641617579851e-06
21220 6.655801826127572e-06
21230 6.637595106440131e-06
21240 6.615809525101213e-06
21250 6.592551471840125e-06
21260 6.570111963810632e-06
21270 6.550968464580365e-06
21280 6.535808097396512e-06
21290 6.524705440824619e-06
21300 6.518224836327136e-06
21310 6.51585196465021e-06
21320 6.517997462651692e-06
21330 6.526764082082082e-06
21340 6.543879862874746e-06
21350 6.566855518030934e-06
21360 6.590701104869368e-06
21370 6.613320692849811e-06
21380 6.635996669501765e-06
21390 6.658343863819027e-06
21400 6.678778845525812e-06
21410 6.696853233734146e-06
21420 6.70969575367053e-06
21430 6.715575182170141e-06
21440 6.71714951749891e-06
