"Time Step" "point-pressure-e"
20210 -10170.40625
20220 -9007.142578125
20230 -8169.8115234375
20240 -9913.212890625
20250 -11556.849609375
20260 -9763.232421875
20270 -8581.01953125
20280 -8991.9892578125
20290 -7289.72998046875
20300 -7524.58251953125
20310 -7097.841796875
20320 -7461.912109375
20330 -8727.279296875
20340 -12355.1748046875
20350 -8355.9873046875
20360 -7148.63330078125
20370 -8320.3095703125
20380 -8255.5498046875
20390 -8081.1875
20400 -9396.794921875
20410 -9449.09375
20420 -8227.953125
20430 -9051.1904296875
20440 -9865.7314453125
20450 -9078.9599609375
20460 -9754.228515625
20470 -9195.478515625
20480 -9559.4111328125
20490 -10391.46875
20500 -11448.41015625
20510 -11380.6787109375
20520 -10074.4326171875
20530 -11001.896484375
20540 -12209.9951171875
20550 -10553.6474609375
20560 -10034.642578125
20570 -10575.396484375
20580 -10201.1044921875
20590 -8906.716796875
20600 -10093.8720703125
20610 -10721.4423828125
20620 -9669.439453125
20630 -10352.9755859375
20640 -13499.81640625
20650 -10444.3740234375
20660 -9036.9638671875
20670 -11991.3017578125
20680 -10882.44921875
20690 -7689.5869140625
20700 -7793.666015625
20710 -7755
20720 -7268.8046875
20730 -7493.98046875
20740 -8596.974609375
20750 -9425.763671875
20760 -11203.6171875
20770 -8981.2265625
20780 -9039.615234375
20790 -8999.5244140625
20800 -9162.26953125
20810 -9397.9375
20820 -9702.5927734375
20830 -11114.578125
20840 -9981.8955078125
20850 -9195.634765625
20860 -9528.5361328125
20870 -9026.3388671875
20880 -8896.798828125
20890 -9087.5341796875
20900 -7378.77099609375
20910 -7705.7607421875
20920 -8729.2998046875
20930 -10183.255859375
20940 -10464.181640625
20950 -9915.205078125
20960 -9953.4345703125
20970 -10305.21875
20980 -9375.205078125
20990 -9862.400390625
21000 -8858.0908203125
21010 -8511.876953125
21020 -9213.9619140625
21030 -12544.2802734375
21040 -10237.0283203125
21050 -10533.22265625
21060 -10978.0029296875
21070 -9812.7685546875
21080 -10815.6474609375
21090 -9145.513671875
21100 -8904.6513671875
21110 -9088.2958984375
21120 -8620.275390625
21130 -8519.287109375
21140 -9352.595703125
21150 -6574.0654296875
21160 -6622.01611328125
21170 -7535.12646484375
21180 -8474.916015625
21190 -10010.37890625
21200 -8190.7138671875
