"Time Step" "mass-flux"
21210 -1.620023317716601e-07
21220 -1.841846068578734e-07
21230 -1.239730477303747e-07
21240 4.073859624642573e-08
21250 1.170319255533459e-07
21260 -1.419275386799201e-07
21270 -2.629124443154218e-08
21280 -1.254275164702667e-07
21290 -1.487404302918938e-07
21300 1.286724012894425e-07
21310 1.65212298730566e-07
21320 2.251406113207288e-07
21330 -4.100307302024042e-08
21340 -1.738719053595572e-07
21350 -2.516394418949908e-07
21360 -2.183695443774836e-07
21370 -1.627246909857716e-07
21380 -5.007424784542192e-08
21390 -1.707372903059223e-07
21400 -2.385873196647514e-07
21410 -2.088655475657175e-07
21420 -1.804435043328834e-07
21430 -1.630198206287181e-07
21440 -1.901327893738536e-08
21450 2.185290129130824e-07
21460 1.204388505871012e-07
21470 -7.674460657247639e-08
21480 -2.09299641298899e-07
21490 -8.423262680412602e-08
21500 -1.426407646304417e-07
21510 -1.713375192835542e-07
21520 -1.23539299262676e-07
21530 -9.166729161846909e-08
21540 -1.065849083575765e-07
21550 -2.143291917972023e-07
21560 -1.783685196349305e-07
21570 -1.892968921612947e-07
21580 -2.472340848713728e-08
21590 1.430153343251472e-07
21600 -7.028212567483649e-08
21610 -1.717957656688363e-08
21620 1.554120081098675e-07
21630 1.272096133708711e-07
21640 -5.390169122154731e-08
21650 1.861662820151766e-07
21660 2.058829731976797e-07
21670 -1.657986842817927e-07
21680 1.518301444708436e-07
21690 2.319125783911691e-07
21700 1.930758264795385e-07
21710 -1.71633950801775e-07
21720 -1.735603303992805e-07
21730 -1.530983657627161e-07
21740 -1.733265363318415e-07
21750 -1.639199306985306e-07
21760 -1.984843704117001e-07
21770 -1.831692197640233e-07
21780 -2.038122446368362e-07
21790 -2.197436096279537e-07
21800 -2.315701461003128e-07
21810 1.172976307750595e-07
21820 -1.767487516068922e-07
21830 -1.525770428056905e-08
21840 3.345745905325437e-08
21850 -1.672497104560078e-07
21860 1.509608880123636e-07
21870 -2.04226161121257e-07
21880 -1.765987363289145e-07
21890 -1.787171309414193e-07
21900 -4.542438232502111e-08
21910 -1.761710410608242e-07
21920 -1.854314987115302e-07
21930 -1.366422413273671e-07
21940 -1.723817202869959e-08
21950 -7.596655854369416e-08
21960 -2.017387823460837e-07
21970 5.025533542091232e-08
21980 -1.652410649283231e-07
21990 -1.819952860637741e-07
22000 -1.943535674203689e-07
22010 -2.181548112850651e-07
22020 -1.272673778029976e-07
22030 9.874703306433918e-08
22040 -5.84173773798824e-08
22050 1.12409231353694e-07
22060 1.593568305507942e-07
22070 1.288367855734052e-07
22080 1.325356713266501e-08
22090 -8.324088050792877e-08
22100 1.195452179053591e-07
22110 1.929333414696366e-07
22120 2.034037092091268e-07
22130 1.808157908261832e-07
22140 -1.455433161073882e-07
22150 -1.397349734394426e-07
22160 -1.579885464397801e-07
22170 -2.110774534047621e-07
22180 -1.903421820437234e-07
22190 -2.330962446533968e-07
22200 1.500047422386963e-07
22210 -1.948120815081777e-07
22220 -1.949765961323235e-07
22230 -1.933886835114862e-07
22240 -2.088518845644316e-07
22250 -1.826458389808661e-07
22260 -1.995742936050648e-07
22270 1.270108952733384e-07
22280 -1.365732719554869e-07
22290 3.028183619135927e-08
22300 -1.802011840579265e-07
22310 -3.191636788191232e-08
22320 -1.408425887305942e-07
